user_id,role,resource_type,action,timestamp,session_duration,access_volume,success_flag
USER_061,Security_Admin,audit_logs,write,2024-01-02 03:31:43,51.0,1.0,True
USER_065,Security_Admin,siem_console,write,2024-01-02 03:36:27,32.0,7.0,True
USER_065,Security_Admin,siem_console,write,2024-01-02 03:36:27,32.0,7.0,True
USER_055,Cloud_Admin,vm_management,delete,2024-01-02 04:15:38,50.0,11.0,True
USER_097,DevOps_Engineer,jenkins_pipeline,read,2024-01-02 04:36:28,65.0,13.0,True
USER_016,DB_Admin,replication_service,read,2024-01-02 04:42:45,57.0,9.0,True
USER_054,Cloud_Admin,api_gateway,write,2024-01-02 04:54:58,33.0,7.0,True
USER_080,Security_Admin,incident_response,write,2024-01-02 05:04:27,62.0,13.0,True
USER_015,DB_Admin,replication_service,write,2024-01-02 05:05:27,77.0,16.0,True
USER_025,HR_Admin,benefits_portal,write,2024-01-02 05:35:25,36.0,9.0,True
USER_088, DevOps_Engineer ,terraform_console,export,2024-01-02 05:57:59,51.0,12.0,True
USER_096,DevOps_Engineer,ansible_tower,delete,2024-01-02 09:19:21,43.0,15.0,True
USER_074,Security_Admin,incident_response,delete,2024-01-02 11:03:07,52.0,13.0,True
USER_086,DevOps_Engineer,jenkins_pipeline,write,2024-01-02 11:32:20,51.0,13.0,True
USER_011,DB_Admin,backup_db,Read,2024-01-02 12:19:08,64.0,6.0,True
USER_075,Security_Admin,vulnerability_scanner,Export,2024-01-02 14:55:17,48.0,14.0,True
USER_075,Security_Admin,vulnerability_scanner,export,2024-01-02 14:55:17,48.0,14.0,True
USER_061,Security_Admin,audit_logs,write,2024-01-02 15:22:54,40.0,27.0,True
USER_097,DevOps_Engineer,jenkins_pipeline,write,2024-01-02 15:56:21,30.0,9.0,True
USER_007,DB_Admin,prod_database,read,2024-01-02 18:33:04,56.0,8.0,True
USER_017,DB_Admin,backup_db,read,2024-01-02 18:42:49,65.0,15.0,True
USER_050,Cloud_Admin,aws_console,write,2024-01-02 19:23:35,37.0,7.0,True
USER_004,DB_Admin,analytics_db,Export,2024-01-02 19:42:55,,20.0,True
USER_040,HR_Admin,payroll_system,write,2024-01-02 20:09:28,50.0,10.0,True
USER_034,HR_Admin,recruitment_portal,read,2024-01-02 20:15:25,36.0,18.0,True
USER_068,Security_Admin,firewall_portal,read,2024-01-02 22:28:34,91.0,26.0,True
USER_082,DevOps_Engineer,jenkins_pipeline,write,2024-01-02 23:39:51,32.0,13.0,True
USER_009,DB_Admin,prod_database,read,2024-01-03 01:09:13,52.0,19.0,True
USER_063,Security_Admin,INCIDENT_RESPONSE,read,2024-01-03 01:19:00,58.0,9.0,True
USER_071,Security_Admin,vulnerability_scanner,Write,2024-01-03 02:31:39,90.0,18.0,False
USER_049,Cloud_Admin,load_balancer,read,2024-01-03 04:26:27,37.0,13.0,True
USER_024,HR_Admin,benefits_portal,Read,2024-01-03 04:53:33,27.0,26.0,True
USER_062,Security_Admin,threat_intelligence,read,2024-01-03 06:05:10,34.0,12.0,True
USER_058,Cloud_Admin,azure_portal,write,2024-01-03 09:38:15,42.0,11.0,True
USER_065,Security_Admin,audit_logs,read,2024-01-03 11:25:34,53.0,5.0,True
USER_084,DevOps_Engineer,ansible_tower,write,2024-01-03 11:36:24,31.0,9.0,True
USER_057,Cloud_Admin,vm_management,write,2024-01-03 11:42:09,59.0,15.0,True
USER_041,Cloud_Admin,vm_management,export,2024-01-03 12:28:21,20.0,15.0,True
USER_045,Cloud_Admin,api_gateway,write,2024-01-03 12:33:11,57.0,26.0,True
USER_080,Security_Admin,siem_console,read,2024-01-03 14:32:29,51.0,21.0,True
USER_031,HR_Admin,employee_records,read,2024-01-03 16:39:21,34.0,14.0,True
USER_005,DB_Admin,data_warehouse,read,2024-01-03 16:44:09,45.0,6.0,True
USER_059,Cloud_Admin,azure_portal,read,2024-01-03 16:48:28,,4.0,True
USER_002,DB_Admin,analytics_db,read,2024-01-03 17:28:49,120.0,35.0,True
USER_051,Cloud_Admin,azure_portal,read,2024-01-03 18:02:08,54.0,21.0,True
USER_009,DB_Admin,prod_database,export,2024-01-03 18:36:56,86.0,14.0,True
USER_057,Cloud_Admin,LOAD_BALANCER,read,2024-01-03 18:41:17,86.0,8.0,True
USER_048,Cloud_Admin,api_gateway,read,2024-01-03 19:36:50,26.0,16.0,False
USER_032,HR_Admin,hr_portal,write,2024-01-03 20:10:10,16.0,15.0,True
USER_049,Cloud_Admin,vm_management,read,2024-01-03 20:27:11,58.0,12.0,True
USER_068,Security_Admin,audit_logs,read,2024-01-03 20:38:37,81.0,34.0,True
USER_099,DevOps_Engineer,DOCKER_REGISTRY,delete,2024-01-03 21:24:25,37.0,5.0,True
USER_024,HR_Admin,EMPLOYEE_RECORDS,write,2024-01-03 21:47:16,41.0,5.0,True
USER_019,DB_Admin,REPLICATION_SERVICE,write,2024-01-03 22:27:57,70.0,10.0,True
USER_022,HR_Admin,recruitment_portal,export,2024-01-04 00:31:10,29.0,4.0,True
USER_028,HR_Admin,benefits_portal,export,2024-01-04 02:25:22,86.0,21.0,True
USER_061,Security_Admin,incident_response,export,2024-01-04 02:37:01,59.0,7.0,True
USER_002,DB_Admin,query_tool,export,2024-01-04 05:03:25,94.0,37.0,True
USER_024, HR_Admin ,recruitment_portal,read,2024-01-04 05:07:13,45.0,23.0,True
USER_022,HR_Admin,performance_system,read,2024-01-04 05:11:40,19.0,3.0,True
USER_001,DB_Admin,query_tool,Read,2024-01-04 05:43:06,87.0,10.0,True
USER_055,Cloud_Admin,aws_console,write,2024-01-04 05:57:37,,12.0,True
USER_063,Security_Admin,siem_console,read,2024-01-04 06:34:23,49.0,11.0,True
USER_052,Cloud_Admin,STORAGE_BUCKETS,export,2024-01-04 06:43:51,32.0,16.0,True
USER_019,DB_Admin,replication_service,write,2024-01-04 07:19:26,50.0,12.0,True
USER_048,Cloud_Admin,storage_buckets,read,2024-01-04 07:25:56,72.0,11.0,True
USER_074, Security_Admin ,vulnerability_scanner,write,2024-01-04 08:40:13,68.0,7.0,True
USER_065,Security_Admin,audit_logs,export,2024-01-04 08:49:34,82.0,23.0,True
USER_030,HR_Admin,payroll_system,read,2024-01-04 09:02:53,50.0,21.0,True
USER_063,Security_Admin,threat_intelligence,read,2024-01-04 09:09:53,48.0,24.0,True
USER_017,DB_Admin,query_tool,write,2024-01-04 09:54:55,33.0,11.0,True
USER_062,Security_Admin,siem_console,export,2024-01-04 11:17:22,52.0,8.0,True
USER_014,DB_Admin,analytics_db,read,2024-01-04 12:05:12,60.0,15.0,True
USER_033,HR_Admin,benefits_portal,read,2024-01-04 17:58:55,50.0,18.0,True
USER_053,Cloud_Admin,azure_portal,delete,2024-01-04 19:18:44,,16.0,True
USER_089,DevOps_Engineer,ANSIBLE_TOWER,delete,2024-01-04 21:12:47,102.0,22.0,True
USER_073,Security_Admin,vulnerability_scanner,Read,2024-01-04 21:18:03,53.0,11.0,True
USER_022,HR_Admin,performance_system,read,2024-01-04 23:05:05,39.0,26.0,True
USER_093,DevOps_Engineer,ansible_tower,write,2024-01-05 00:18:10,39.0,22.0,True
USER_091,DevOps_Engineer,ansible_tower,read,2024-01-05 00:26:26,116.0,32.0,True
USER_005,DB_Admin,data_warehouse,read,2024-01-05 00:30:11,60.0,8.0,True
USER_086,DevOps_Engineer,jenkins_pipeline,write,2024-01-05 00:46:34,37.0,10.0,True
USER_069,Security_Admin,threat_intelligence,write,2024-01-05 00:46:50,55.0,13.0,True
USER_070,Security_Admin,audit_logs,Export,2024-01-05 01:29:49,68.0,5.0,True
USER_046,Cloud_Admin,load_balancer,read,2024-01-05 01:39:14,70.0,21.0,True
USER_069,Security_Admin,firewall_portal,read,2024-01-05 01:40:59,63.0,6.0,True
USER_033,HR_Admin,benefits_portal,export,2024-01-05 01:58:22,43.0,24.0,True
USER_023,HR_Admin,payroll_system,read,2024-01-05 02:16:24,33.0,5.0,True
USER_036,HR_Admin,employee_records,write,2024-01-05 03:47:30,37.0,9.0,True
USER_050,Cloud_Admin,storage_buckets,write,2024-01-05 03:47:34,61.0,11.0,True
USER_079,Security_Admin,siem_console,read,2024-01-05 03:59:33,31.0,14.0,True
USER_044,Cloud_Admin,vm_management,read,2024-01-05 04:23:27,56.0,15.0,True
USER_027,HR_Admin,payroll_system,export,2024-01-05 04:56:21,72.0,50.0,True
USER_030,HR_Admin,hr_portal,write,2024-01-05 05:13:29,20.0,17.0,True
USER_048,Cloud_Admin,vm_management,read,2024-01-05 05:17:12,42.0,17.0,True
USER_012,DB_Admin,data_warehouse,export,2024-01-05 07:52:53,80.0,13.0,True
USER_032,HR_Admin,hr_portal,read,2024-01-05 08:45:49,34.0,16.0,True
USER_023,HR_Admin,benefits_portal,read,2024-01-05 08:50:27,26.0,12.0,True
USER_037,HR_Admin,hr_portal,read,2024-01-05 09:22:25,32.0,16.0,True
USER_078,Security_Admin,vulnerability_scanner,read,2024-01-05 10:37:24,40.0,14.0,True
USER_026,HR_Admin,performance_system,Read,2024-01-05 11:15:31,47.0,,True
USER_029,HR_Admin,benefits_portal,write,2024-01-05 12:16:41,52.0,13.0,True
USER_036,HR_Admin,employee_records,read,2024-01-05 13:37:55,44.0,5.0,True
USER_028,HR_Admin,payroll_system,export,2024-01-05 13:43:42,,25.0,True
USER_039, HR_Admin ,HR_PORTAL,write,2024-01-05 13:43:43,30.0,15.0,True
USER_030,HR_Admin,benefits_portal,read,2024-01-05 14:13:29,33.0,11.0,True
USER_023,HR_Admin,recruitment_portal,read,2024-01-05 14:56:16,17.0,,True
USER_035,HR_Admin,payroll_system,write,2024-01-05 15:11:43,27.0,12.0,True
USER_013,DB_Admin,data_warehouse,read,2024-01-05 15:25:03,110.0,31.0,True
USER_077,Security_Admin,siem_console,export,2024-01-05 15:26:53,65.0,10.0,True
USER_048,Cloud_Admin,storage_buckets,export,2024-01-05 15:50:00,29.0,11.0,False
USER_021,HR_Admin,benefits_portal,write,2024-01-05 16:27:49,30.0,14.0,True
USER_051,Cloud_Admin,load_balancer,read,2024-01-05 16:56:13,38.0,13.0,True
USER_085,DevOps_Engineer,terraform_console,Read,2024-01-05 17:19:15,43.0,7.0,True
USER_037,HR_Admin,employee_records,read,2024-01-05 17:30:56,46.0,15.0,True
USER_060,Cloud_Admin,load_balancer,export,2024-01-05 17:43:21,60.0,14.0,True
USER_012,DB_Admin,query_tool,read,2024-01-05 17:46:57,61.0,7.0,True
USER_043,Cloud_Admin,vm_management,write,2024-01-05 17:59:20,33.0,6.0,True
USER_019,DB_Admin,analytics_db,read,2024-01-05 18:42:15,43.0,3.0,True
USER_013,DB_Admin,prod_database,write,2024-01-05 19:36:49,134.0,34.0,True
USER_013,DB_Admin,PROD_DATABASE,write,2024-01-05 19:36:49,134.0,34.0,True
USER_056,Cloud_Admin,aws_console,read,2024-01-05 20:34:56,35.0,12.0,True
USER_076,Security_Admin,audit_logs,export,2024-01-05 20:55:40,55.0,8.0,True
USER_034,HR_Admin,payroll_system,write,2024-01-05 21:07:21,,19.0,True
USER_093,DevOps_Engineer,docker_registry,read,2024-01-05 21:56:02,55.0,3.0,True
USER_029,HR_Admin,recruitment_portal,read,2024-01-05 22:04:41,49.0,13.0,True
USER_040,HR_Admin,employee_records,export,2024-01-05 22:26:52,39.0,13.0,True
USER_027,HR_Admin,BENEFITS_PORTAL,read,2024-01-05 22:57:52,22.0,18.0,True
USER_070,Security_Admin,firewall_portal,write,2024-01-05 22:58:39,58.0,16.0,True
USER_039,HR_Admin,recruitment_portal,write,2024-01-05 23:01:23,30.0,1.0,True
USER_083,DevOps_Engineer,terraform_console,read,2024-01-05 23:24:53,36.0,19.0,True
USER_074,Security_Admin,vulnerability_scanner,write,2024-01-05 23:30:26,58.0,15.0,True
USER_020,DB_Admin,replication_service,export,2024-01-06 00:06:42,100.0,41.0,True
USER_008,DB_Admin,DATA_WAREHOUSE,write,2024-01-06 00:16:53,137.0,31.0,True
USER_072,Security_Admin,audit_logs,write,2024-01-06 00:19:54,63.0,11.0,True
USER_042,Cloud_Admin,vm_management,read,2024-01-06 00:29:15,84.0,,True
USER_054,Cloud_Admin,azure_portal,read,2024-01-06 00:35:40,54.0,7.0,False
USER_090,DevOps_Engineer,terraform_console,Write,2024-01-06 00:42:00,82.0,17.0,True
USER_071,Security_Admin,siem_console,export,2024-01-06 00:50:15,56.0,13.0,True
USER_064,Security_Admin,siem_console,delete,2024-01-06 01:08:23,62.0,12.0,True
USER_068,Security_Admin,vulnerability_scanner,delete,2024-01-06 01:10:36,89.0,22.0,True
USER_010,DB_Admin,QUERY_TOOL,export,2024-01-06 01:31:35,59.0,24.0,True
USER_094,DevOps_Engineer,jenkins_pipeline,export,2024-01-06 02:29:01,23.0,12.0,True
USER_016,DB_Admin,backup_db,write,2024-01-06 02:52:00,72.0,1.0,True
USER_068,Security_Admin,threat_intelligence,write,2024-01-06 03:39:45,95.0,19.0,True
USER_091,DevOps_Engineer,TERRAFORM_CONSOLE,delete,2024-01-06 03:43:44,40.0,,True
USER_010,DB_Admin,prod_database,export,2024-01-06 04:18:46,121.0,23.0,True
USER_045,Cloud_Admin,aws_console,read,2024-01-06 04:26:36,79.0,50.0,True
USER_045,Cloud_Admin,load_balancer,delete,2024-01-06 04:31:49,83.0,38.0,True
USER_067,Security_Admin,siem_console,write,2024-01-06 04:37:33,47.0,12.0,True
USER_100,DevOps_Engineer,monitoring_dashboard,write,2024-01-06 05:34:32,51.0,4.0,True
USER_095,DevOps_Engineer,monitoring_dashboard,write,2024-01-06 05:52:19,77.0,42.0,True
USER_018, DB_Admin ,replication_service,export,2024-01-06 06:48:11,66.0,20.0,True
USER_077,Security_Admin,vulnerability_scanner,write,2024-01-06 06:52:39,73.0,6.0,True
USER_006,DB_Admin,data_warehouse,write,2024-01-06 07:01:49,112.0,13.0,True
USER_062,Security_Admin,vulnerability_scanner,read,2024-01-06 07:04:54,48.0,5.0,True
USER_046,Cloud_Admin,storage_buckets,export,2024-01-06 07:51:41,41.0,10.0,True
USER_047,Cloud_Admin,storage_buckets,delete,2024-01-06 09:12:51,102.0,36.0,True
USER_085,DevOps_Engineer,terraform_console,read,2024-01-06 10:30:08,56.0,12.0,True
USER_097,DevOps_Engineer,jenkins_pipeline,write,2024-01-06 10:40:42,22.0,11.0,True
USER_045,Cloud_Admin,vm_management,export,2024-01-06 11:22:55,83.0,28.0,True
USER_095,DevOps_Engineer,ansible_tower,delete,2024-01-06 11:31:53,69.0,37.0,True
USER_010,DB_Admin,replication_service,write,2024-01-06 12:03:14,121.0,,False
USER_049,Cloud_Admin,aws_console,write,2024-01-06 13:00:19,70.0,,True
USER_073,Security_Admin,threat_intelligence,delete,2024-01-06 13:05:28,48.0,1.0,True
USER_082,DevOps_Engineer,ANSIBLE_TOWER,delete,2024-01-06 14:14:47,51.0,11.0,True
USER_100,DevOps_Engineer,docker_registry,write,2024-01-06 14:21:05,30.0,16.0,True
USER_017,DB_Admin,backup_db,read,2024-01-06 17:43:00,79.0,9.0,True
USER_045,Cloud_Admin,vm_management,delete,2024-01-06 17:52:35,124.0,24.0,True
USER_100,DevOps_Engineer,kubernetes_cluster,export,2024-01-06 19:26:21,63.0,13.0,True
USER_006,DB_Admin,backup_db,read,2024-01-06 19:47:48,53.0,9.0,True
USER_012,DB_Admin,prod_database,read,2024-01-06 20:55:08,82.0,7.0,True
USER_053, Cloud_Admin ,azure_portal,read,2024-01-06 21:34:48,69.0,16.0,True
USER_003,DB_Admin,prod_database,read,2024-01-06 22:05:52,74.0,5.0,True
USER_059,Cloud_Admin,azure_portal,read,2024-01-06 23:06:14,,10.0,True
USER_076,Security_Admin,firewall_portal,export,2024-01-06 23:16:53,75.0,14.0,True
USER_002, DB_Admin ,analytics_db,write,2024-01-06 23:27:55,131.0,22.0,True
USER_085,DevOps_Engineer,jenkins_pipeline,delete,2024-01-06 23:36:07,29.0,17.0,True
USER_044,Cloud_Admin,azure_portal,read,2024-01-06 23:36:36,60.0,22.0,False
USER_084,DevOps_Engineer,jenkins_pipeline,write,2024-01-06 23:37:16,57.0,9.0,True
USER_045,Cloud_Admin,aws_console,export,2024-01-06 23:38:10,117.0,21.0,True
USER_099,DevOps_Engineer,docker_registry,write,2024-01-06 23:41:47,34.0,9.0,True
USER_064,Security_Admin,firewall_portal,read,2024-01-06 23:48:05,62.0,10.0,True
USER_098,DevOps_Engineer,jenkins_pipeline,read,2024-01-07 00:33:32,29.0,16.0,True
USER_042,Cloud_Admin,VM_MANAGEMENT,read,2024-01-07 00:56:49,92.0,34.0,True
USER_020,DB_Admin,query_tool,write,2024-01-07 00:59:21,66.0,20.0,True
USER_011,DB_Admin,replication_service,write,2024-01-07 00:59:46,70.0,20.0,True
USER_093,DevOps_Engineer,terraform_console,Write,2024-01-07 01:23:23,41.0,7.0,True
USER_002,DB_Admin,replication_service,read,2024-01-07 01:46:23,117.0,25.0,True
USER_002,DB_Admin,data_warehouse,export,2024-01-07 01:52:18,113.0,,True
USER_098,DevOps_Engineer,docker_registry,export,2024-01-07 03:01:01,53.0,15.0,True
USER_094,DevOps_Engineer,monitoring_dashboard,write,2024-01-07 03:03:51,45.0,16.0,True
USER_060,Cloud_Admin,storage_buckets,read,2024-01-07 03:16:46,20.0,11.0,True
USER_056,Cloud_Admin,load_balancer,read,2024-01-07 03:50:50,48.0,5.0,True
USER_079,Security_Admin,incident_response,export,2024-01-07 04:24:05,40.0,4.0,True
USER_008,DB_Admin,data_warehouse,export,2024-01-07 05:44:45,92.0,50.0,True
USER_010,DB_Admin,prod_database,Read,2024-01-07 05:58:18,84.0,25.0,True
USER_058,Cloud_Admin,storage_buckets,read,2024-01-07 06:12:44,31.0,22.0,True
USER_076,Security_Admin,audit_logs,read,2024-01-07 06:48:25,47.0,16.0,True
USER_016,DB_Admin,query_tool,read,2024-01-07 07:09:36,72.0,1.0,True
USER_066,Security_Admin,audit_logs,write,2024-01-07 08:50:22,77.0,6.0,True
USER_084,DevOps_Engineer,monitoring_dashboard,read,2024-01-07 08:50:42,20.0,20.0,True
USER_090,DevOps_Engineer,docker_registry,export,2024-01-07 10:30:19,35.0,21.0,True
USER_010,DB_Admin,query_tool,read,2024-01-07 11:03:05,139.0,36.0,True
USER_071,Security_Admin,firewall_portal,Write,2024-01-07 12:16:31,51.0,1.0,True
USER_014,DB_Admin,replication_service,read,2024-01-07 12:41:20,51.0,16.0,True
USER_087,DevOps_Engineer,jenkins_pipeline,write,2024-01-07 12:41:41,8.0,18.0,True
USER_088,DevOps_Engineer,monitoring_dashboard,read,2024-01-07 13:14:35,28.0,12.0,True
USER_081,DevOps_Engineer,terraform_console,delete,2024-01-07 13:57:05,36.0,9.0,True
USER_075,Security_Admin,threat_intelligence,Export,2024-01-07 17:16:44,56.0,6.0,True
USER_052,Cloud_Admin,vm_management,export,2024-01-07 18:47:08,26.0,15.0,True
USER_005,DB_Admin,analytics_db,export,2024-01-07 18:49:47,73.0,12.0,True
USER_047,Cloud_Admin,load_balancer,read,2024-01-07 19:13:24,72.0,28.0,True
USER_058,Cloud_Admin,storage_buckets,read,2024-01-07 19:36:34,35.0,5.0,True
USER_054,Cloud_Admin,api_gateway,write,2024-01-07 20:06:53,42.0,16.0,True
USER_084,DevOps_Engineer,docker_registry,read,2024-01-07 20:46:38,65.0,9.0,True
USER_002,DB_Admin,backup_db,delete,2024-01-07 21:47:36,132.0,28.0,True
USER_038,HR_Admin,benefits_portal,Read,2024-01-07 22:56:26,35.0,,True
USER_083,DevOps_Engineer,terraform_console,write,2024-01-07 23:04:54,50.0,10.0,True
USER_089,DevOps_Engineer,TERRAFORM_CONSOLE,delete,2024-01-07 23:09:12,80.0,20.0,True
USER_004,DB_Admin,query_tool,write,2024-01-07 23:09:50,56.0,18.0,True
USER_011,DB_Admin,query_tool,read,2024-01-08 02:07:24,96.0,6.0,True
USER_031,HR_Admin,recruitment_portal,read,2024-01-08 02:19:20,5.0,14.0,True
USER_041,Cloud_Admin,vm_management,read,2024-01-08 03:14:41,68.0,11.0,True
USER_007,DB_Admin,prod_database,export,2024-01-08 03:40:28,35.0,15.0,True
USER_069, Security_Admin ,incident_response,export,2024-01-08 04:23:06,58.0,14.0,True
USER_050,Cloud_Admin,vm_management,read,2024-01-08 04:46:53,65.0,17.0,True
USER_028, HR_Admin ,performance_system,Export,2024-01-08 05:11:47,110.0,21.0,True
USER_039,HR_Admin,performance_system,read,2024-01-08 10:09:13,27.0,4.0,True
USER_019,DB_Admin,PROD_DATABASE,export,2024-01-08 12:18:47,64.0,5.0,True
USER_048,Cloud_Admin,load_balancer,read,2024-01-08 13:02:59,44.0,16.0,True
USER_067,Security_Admin,threat_intelligence,write,2024-01-08 14:59:02,23.0,15.0,True
USER_033,HR_Admin,PERFORMANCE_SYSTEM,delete,2024-01-08 16:15:13,34.0,17.0,True
USER_033,HR_Admin,payroll_system,read,2024-01-08 18:55:08,39.0,13.0,True
USER_008,DB_Admin,prod_database,Read,2024-01-08 19:42:33,68.0,33.0,True
USER_040,HR_Admin,benefits_portal,read,2024-01-08 20:09:26,65.0,9.0,True
USER_005,DB_Admin,backup_db,delete,2024-01-08 20:44:35,63.0,14.0,True
USER_006, DB_Admin ,prod_database,Write,2024-01-08 21:57:42,93.0,17.0,True
USER_068,Security_Admin,THREAT_INTELLIGENCE,Read,2024-01-08 23:33:31,109.0,34.0,True
USER_086,DevOps_Engineer,docker_registry,Delete,2024-01-09 00:26:17,28.0,20.0,True
USER_082,DevOps_Engineer,docker_registry,export,2024-01-09 00:32:18,44.0,9.0,True
USER_039,HR_Admin,benefits_portal,Read,2024-01-09 01:44:57,36.0,16.0,True
USER_009,DB_Admin,data_warehouse,read,2024-01-09 01:56:27,58.0,9.0,True
USER_022,HR_Admin,employee_records,Read,2024-01-09 02:18:02,20.0,14.0,True
USER_059,Cloud_Admin,vm_management,write,2024-01-09 02:38:27,47.0,8.0,False
USER_028, HR_Admin ,benefits_portal,export,2024-01-09 02:40:30,98.0,29.0,True
USER_062,Security_Admin,vulnerability_scanner,export,2024-01-09 02:49:11,45.0,12.0,True
USER_046,Cloud_Admin,storage_buckets,read,2024-01-09 03:32:30,26.0,13.0,True
USER_021,HR_Admin,payroll_system,write,2024-01-09 04:42:23,46.0,7.0,True
USER_053,Cloud_Admin,api_gateway,read,2024-01-09 05:47:33,48.0,15.0,True
USER_006,DB_Admin,ANALYTICS_DB,write,2024-01-09 07:41:59,66.0,4.0,True
USER_006,DB_Admin,analytics_db,write,2024-01-09 07:41:59,66.0,4.0,True
USER_056,Cloud_Admin,azure_portal,read,2024-01-09 08:53:35,57.0,18.0,True
USER_050,Cloud_Admin,storage_buckets,write,2024-01-09 10:37:37,39.0,21.0,True
USER_085,DevOps_Engineer,kubernetes_cluster,export,2024-01-09 11:39:15,55.0,16.0,True
USER_041,Cloud_Admin,load_balancer,write,2024-01-09 12:03:22,26.0,6.0,True
USER_049,Cloud_Admin,storage_buckets,write,2024-01-09 13:53:19,49.0,11.0,True
USER_033,HR_Admin,employee_records,write,2024-01-09 15:05:55,42.0,12.0,True
USER_006,DB_Admin,replication_service,read,2024-01-09 16:46:42,78.0,8.0,True
USER_012,DB_Admin,prod_database,write,2024-01-09 19:44:42,,8.0,True
USER_099,DevOps_Engineer,docker_registry,export,2024-01-09 20:37:55,18.0,8.0,True
USER_036,HR_Admin,performance_system,delete,2024-01-09 21:38:23,40.0,7.0,True
USER_024,HR_Admin,BENEFITS_PORTAL,write,2024-01-09 21:50:59,38.0,,True
USER_078,Security_Admin,vulnerability_scanner,read,2024-01-09 22:33:36,65.0,13.0,True
USER_002,DB_Admin,query_tool,export,2024-01-09 22:36:03,108.0,26.0,True
USER_038,HR_Admin,PAYROLL_SYSTEM,write,2024-01-09 23:22:25,35.0,10.0,True
USER_098,DevOps_Engineer,kubernetes_cluster,write,2024-01-10 00:59:47,44.0,12.0,True
USER_100,DevOps_Engineer,kubernetes_cluster,read,2024-01-10 01:18:40,30.0,12.0,True
USER_088,DevOps_Engineer,JENKINS_PIPELINE,read,2024-01-10 01:26:15,28.0,17.0,True
USER_065,Security_Admin,vulnerability_scanner,read,2024-01-10 01:43:11,57.0,10.0,True
USER_054,Cloud_Admin,api_gateway,write,2024-01-10 02:38:32,32.0,3.0,True
USER_018,DB_Admin,replication_service,read,2024-01-10 02:40:13,64.0,15.0,True
USER_045,Cloud_Admin,storage_buckets,write,2024-01-10 02:49:23,55.0,24.0,True
USER_002,DB_Admin,data_warehouse,Read,2024-01-10 03:01:40,102.0,33.0,True
USER_023,HR_Admin,employee_records,write,2024-01-10 03:31:08,,3.0,False
USER_001,DB_Admin,replication_service,export,2024-01-10 04:02:10,57.0,14.0,True
USER_007,DB_Admin,analytics_db,delete,2024-01-10 04:53:45,62.0,9.0,True
USER_025,HR_Admin,employee_records,read,2024-01-10 05:16:00,6.0,22.0,True
USER_087,DevOps_Engineer,kubernetes_cluster,Read,2024-01-10 05:54:11,38.0,11.0,True
USER_096,DevOps_Engineer,monitoring_dashboard,read,2024-01-10 07:24:41,40.0,9.0,True
USER_003,DB_Admin,replication_service,read,2024-01-10 07:54:15,56.0,13.0,True
USER_061,Security_Admin,audit_logs,export,2024-01-10 08:01:25,51.0,9.0,True
