user_id,role,resource_type,action,timestamp,session_duration,access_volume,success_flag,assigned_resource_count,actively_used_resource_count
USER_041,Cloud_Admin,azure_portal,write,2024-01-05 07:41:13,66.0,15.0,True,6,5
USER_038,HR_Admin,employee_records,write,2024-01-05 07:45:51,63.0,10.0,True,6,3
USER_039,HR_Admin,time_tracking,write,2024-01-05 09:24:16,45.0,7.0,False,8,4
USER_031,HR_Admin,exit_management,write,2024-01-05 09:31:21,52.0,5.0,True,12,10
USER_024,HR_Admin,exit_management,read,2024-01-05 09:31:22,40.0,1.0,False,5,4
USER_095,DevOps_Engineer,artifact_registry,read,2024-01-05 09:50:37,42.0,27.0,True,12,9
USER_036,HR_Admin,employee_surveys,Read,2024-01-05 10:07:15,32.0,10.0,True,9,7
USER_029,HR_Admin,exit_management,write,2024-01-05 10:57:31,57.0,5.0,True,8,6
USER_058,Cloud_Admin,gcp_console,delete,2024-01-05 10:59:56,34.0,19.0,True,11,4
USER_031,HR_Admin,hr_portal,read,2024-01-05 11:17:42,36.0,11.0,True,12,10
USER_001,DB_Admin,staging_db,read,2024-01-05 11:19:02,62.0,23.0,True,8,6
USER_018,DB_Admin,data_warehouse,write,2024-01-05 11:20:20,75.0,22.0,True,11,6
USER_060,Cloud_Admin,security_groups,read,2024-01-05 11:43:19,45.0,33.0,True,11,9
USER_023,HR_Admin,onboarding_system,read,2024-01-05 11:47:40,58.0,6.0,True,10,8
USER_026,HR_Admin,employee_surveys,read,2024-01-05 12:31:39,35.0,14.0,True,10,3
USER_034,HR_Admin,payroll_system,delete,2024-01-05 12:43:05,33.0,11.0,False,6,2
USER_035,HR_Admin,PERFORMANCE_SYSTEM,write,2024-01-05 12:46:13,43.0,7.0,True,12,10
USER_066, Security_Admin ,vulnerability_scanner,read,2024-01-05 12:56:59,46.0,12.0,True,6,3
USER_093,DevOps_Engineer,kubernetes_cluster,read,2024-01-05 13:38:48,40.0,32.0,True,10,7
USER_032,HR_Admin,EMPLOYEE_RECORDS,write,2024-01-05 14:15:34,26.0,11.0,True,6,4
USER_021,HR_Admin,recruitment_portal,write,2024-01-05 14:16:01,46.0,10.0,True,11,3
USER_030,HR_Admin,employee_records,read,2024-01-05 14:22:00,36.0,16.0,True,11,7
USER_034,HR_Admin,time_tracking,read,2024-01-05 14:48:30,23.0,1.0,True,6,2
USER_007,DB_Admin,prod_database,write,2024-01-05 14:53:03,74.0,14.0,True,5,4
USER_069,Security_Admin,vulnerability_scanner,read,2024-01-05 15:13:15,54.0,15.0,True,8,6
USER_022,HR_Admin,training_portal,write,2024-01-05 15:14:52,50.0,,True,10,8
USER_077,Security_Admin,compliance_portal,export,2024-01-05 15:26:53,64.0,30.0,True,6,4
USER_001,DB_Admin,dev_database,write,2024-01-05 15:41:25,83.0,12.0,True,8,6
USER_042,Cloud_Admin,storage_buckets,read,2024-01-05 15:49:37,59.0,25.0,False,8,6
USER_040,HR_Admin,payroll_system,write,2024-01-05 15:55:16,48.0,14.0,True,7,4
USER_053,Cloud_Admin,storage_buckets,write,2024-01-05 15:57:14,67.0,20.0,True,12,11
USER_033,HR_Admin,performance_system,write,2024-01-05 16:23:04,32.0,7.0,True,8,6
USER_018,DB_Admin,data_warehouse,Write,2024-01-05 16:37:01,44.0,4.0,True,11,6
USER_037,HR_Admin,employee_surveys,read,2024-01-05 17:51:59,33.0,8.0,True,8,6
USER_028,HR_Admin,compensation_db,read,2024-01-05 18:23:15,39.0,5.0,True,10,6
USER_054, Cloud_Admin ,api_gateway,read,2024-01-05 20:34:56,32.0,19.0,True,5,4
USER_054,Cloud_Admin,api_gateway,read,2024-01-05 20:34:56,32.0,19.0,True,5,4
USER_025,HR_Admin,exit_management,write,2024-01-05 21:33:14,12.0,11.0,True,8,5
USER_016,DB_Admin,dev_database,delete,2024-01-05 21:38:38,54.0,14.0,True,5,3
USER_016,DB_Admin,analytics_db,Delete,2024-01-05 22:01:21,78.0,12.0,True,5,3
USER_043,Cloud_Admin,security_groups,read,2024-01-05 22:04:17,52.0,21.0,False,6,4
USER_059,Cloud_Admin,iam_console,read,2024-01-05 22:49:53,63.0,14.0,True,10,6
USER_095,DevOps_Engineer,docker_registry,write,2024-01-05 23:35:45,35.0,17.0,True,12,9
USER_096,DevOps_Engineer,grafana,delete,2024-01-05 23:44:00,40.0,29.0,True,5,3
USER_088,DevOps_Engineer,grafana,delete,2024-01-06 01:42:03,63.0,24.0,True,10,7
USER_050,Cloud_Admin,cost_explorer,write,2024-01-06 01:46:09,56.0,13.0,True,5,4
USER_091,DevOps_Engineer,deployment_manager,read,2024-01-06 02:06:49,26.0,25.0,True,9,3
USER_052,Cloud_Admin,cloudwatch,write,2024-01-06 02:20:26,53.0,23.0,True,12,7
USER_085,DevOps_Engineer,jenkins_pipeline,read,2024-01-06 02:50:02,46.0,29.0,True,8,5
USER_089,DevOps_Engineer,deployment_manager,write,2024-01-06 02:56:01,62.0,36.0,True,6,4
USER_063,Security_Admin,dlp_system,read,2024-01-06 03:14:35,33.0,14.0,True,6,4
USER_004,DB_Admin,archive_db,read,2024-01-06 03:33:35,72.0,26.0,False,9,6
USER_071,Security_Admin,ids_ips_console,write,2024-01-06 03:46:56,72.0,16.0,True,11,8
USER_051,Cloud_Admin,api_gateway,read,2024-01-06 04:37:33,43.0,14.0,True,9,7
USER_049,Cloud_Admin,cdn_manager,read,2024-01-06 04:55:53,48.0,31.0,True,5,2
USER_044,Cloud_Admin,storage_buckets,read,2024-01-06 05:33:53,54.0,21.0,True,9,7
USER_074,Security_Admin,ids_ips_console,read,2024-01-06 06:05:26,59.0,16.0,True,8,2
USER_077,Security_Admin,audit_logs,write,2024-01-06 06:52:39,61.0,12.0,True,6,4
USER_070,Security_Admin,security_dashboard,read,2024-01-06 07:16:40,48.0,11.0,True,5,3
USER_078,Security_Admin,encryption_manager,write,2024-01-06 08:47:29,54.0,23.0,True,6,5
USER_087,DevOps_Engineer,deployment_manager,write,2024-01-06 09:11:46,49.0,27.0,True,7,6
USER_087,DevOps_Engineer,deployment_manager,write,2024-01-06 09:11:46,49.0,27.0,True,7,6
USER_066,Security_Admin,vulnerability_scanner,read,2024-01-06 09:24:16,30.0,15.0,True,6,3
USER_014,DB_Admin,data_lake,write,2024-01-06 09:38:47,64.0,20.0,True,7,5
USER_014,DB_Admin,data_lake,write,2024-01-06 09:38:47,64.0,20.0,True,7,5
USER_068, Security_Admin ,firewall_portal,write,2024-01-06 09:48:26,82.0,21.0,False,8,5
USER_003,DB_Admin,replication_service,write,2024-01-06 09:54:20,53.0,19.0,False,5,2
USER_047,Cloud_Admin,iam_console,Write,2024-01-06 11:00:44,,20.0,True,7,2
USER_085, DevOps_Engineer ,grafana,write,2024-01-06 11:46:22,64.0,28.0,True,8,5
USER_011,DB_Admin,ANALYTICS_DB,read,2024-01-06 11:46:49,64.0,8.0,True,7,5
USER_100,DevOps_Engineer,ARTIFACT_REGISTRY,write,2024-01-06 11:57:31,49.0,25.0,True,11,9
USER_100,DevOps_Engineer,artifact_registry,write,2024-01-06 11:57:31,49.0,25.0,True,11,9
USER_056,Cloud_Admin,gcp_console,write,2024-01-06 12:52:11,52.0,20.0,True,11,8
USER_006,DB_Admin,staging_db,write,2024-01-06 13:51:33,83.0,26.0,True,11,8
USER_061,Security_Admin,dlp_system,read,2024-01-06 14:09:02,50.0,17.0,True,9,8
USER_020,DB_Admin,query_tool,read,2024-01-06 14:35:29,73.0,13.0,True,9,2
USER_056,Cloud_Admin,api_gateway,write,2024-01-06 14:36:59,60.0,20.0,True,11,8
USER_075,Security_Admin,access_review,read,2024-01-06 15:12:07,56.0,21.0,True,11,7
USER_069,Security_Admin,vulnerability_scanner,Read,2024-01-06 15:52:29,28.0,35.0,True,8,6
USER_011,DB_Admin,archive_db,write,2024-01-06 17:14:36,56.0,18.0,True,7,5
USER_015,DB_Admin,query_tool,Read,2024-01-06 17:46:26,82.0,11.0,True,7,2
USER_063,Security_Admin,security_dashboard,read,2024-01-06 17:55:55,60.0,18.0,True,6,4
USER_003,DB_Admin,REPLICATION_SERVICE,read,2024-01-06 17:56:14,81.0,16.0,True,5,2
USER_012,DB_Admin,data_lake,read,2024-01-06 17:59:17,71.0,10.0,True,6,4
USER_048,Cloud_Admin,iam_console,delete,2024-01-06 19:49:47,51.0,31.0,True,10,2
USER_088,DevOps_Engineer,docker_registry,read,2024-01-06 20:09:18,32.0,25.0,True,10,7
USER_082,DevOps_Engineer,terraform_console,write,2024-01-06 21:19:13,51.0,24.0,True,11,3
USER_084,DevOps_Engineer,terraform_console,delete,2024-01-06 23:16:53,23.0,20.0,True,12,9
USER_080,Security_Admin,firewall_portal,delete,2024-01-07 00:14:37,40.0,16.0,False,5,3
USER_081,DevOps_Engineer,kubernetes_cluster,write,2024-01-07 01:00:55,49.0,35.0,True,9,5
USER_067,Security_Admin,VULNERABILITY_SCANNER,write,2024-01-07 02:33:13,58.0,1.0,True,5,3
USER_079,Security_Admin,incident_response,read,2024-01-07 03:31:06,59.0,29.0,True,9,5
USER_054,Cloud_Admin,IAM_CONSOLE,export,2024-01-07 03:50:50,50.0,26.0,True,5,4
USER_071,Security_Admin,threat_intelligence,Read,2024-01-07 04:03:28,56.0,24.0,True,11,8
USER_078,Security_Admin,threat_intelligence,write,2024-01-07 05:12:28,52.0,20.0,True,6,5
USER_079,Security_Admin,threat_intelligence,read,2024-01-07 06:22:31,85.0,22.0,True,9,5
USER_090, DevOps_Engineer ,monitoring_dashboard,write,2024-01-07 06:43:40,48.0,21.0,False,7,5
USER_100,DevOps_Engineer,deployment_manager,write,2024-01-07 09:06:29,34.0,27.0,True,11,9
USER_006,DB_Admin,dev_database,write,2024-01-07 10:12:49,58.0,29.0,True,11,8
USER_004,DB_Admin,archive_db,write,2024-01-07 10:41:47,48.0,18.0,True,9,6
USER_050,Cloud_Admin,gcp_console,read,2024-01-07 10:42:11,54.0,12.0,True,5,4
USER_091,DevOps_Engineer,monitoring_dashboard,write,2024-01-07 11:10:22,44.0,24.0,True,9,3
USER_013,DB_Admin,query_tool,write,2024-01-07 11:32:02,75.0,19.0,True,9,6
USER_009, DB_Admin ,prod_database,read,2024-01-07 11:43:45,62.0,9.0,True,12,11
USER_073,Security_Admin,dlp_system,write,2024-01-07 12:26:40,66.0,17.0,True,12,8
USER_005,DB_Admin,PROD_DATABASE,write,2024-01-07 12:58:56,57.0,5.0,True,10,3
USER_088,DevOps_Engineer,monitoring_dashboard,write,2024-01-07 14:24:09,57.0,27.0,True,10,7
USER_086,DevOps_Engineer,monitoring_dashboard,read,2024-01-07 18:02:14,44.0,29.0,True,12,6
USER_092,DevOps_Engineer,KUBERNETES_CLUSTER,delete,2024-01-07 18:26:17,48.0,21.0,True,12,6
USER_099,DevOps_Engineer,JENKINS_PIPELINE,read,2024-01-07 18:37:56,38.0,28.0,True,5,4
USER_041,Cloud_Admin,cdn_manager,read,2024-01-07 20:35:16,56.0,13.0,True,6,5
USER_098,DevOps_Engineer,ci_cd_console,read,2024-01-07 21:06:32,39.0,22.0,True,7,5
USER_097,DevOps_Engineer,jenkins_pipeline,read,2024-01-07 22:30:56,46.0,22.0,True,6,4
USER_058,Cloud_Admin,security_groups,write,2024-01-07 22:57:50,18.0,19.0,True,11,4
USER_080,Security_Admin,firewall_portal,Write,2024-01-07 23:31:53,46.0,23.0,True,5,3
USER_047,Cloud_Admin,iam_console,read,2024-01-08 00:44:04,40.0,,True,7,2
USER_082,DevOps_Engineer,prometheus,delete,2024-01-08 01:14:13,30.0,22.0,True,11,3
USER_053,Cloud_Admin,cdn_manager,delete,2024-01-08 01:50:50,37.0,7.0,True,12,11
USER_079,Security_Admin,encryption_manager,read,2024-01-08 02:26:15,68.0,36.0,True,9,5
USER_075,Security_Admin,threat_intelligence,read,2024-01-08 07:48:59,40.0,50.0,True,11,7
USER_067,Security_Admin,VULNERABILITY_SCANNER,delete,2024-01-08 08:32:59,63.0,20.0,True,5,3
USER_088,DevOps_Engineer,GRAFANA,write,2024-01-08 08:39:42,15.0,24.0,True,10,7
USER_004,DB_Admin,archive_db,write,2024-01-08 09:02:06,83.0,13.0,True,9,6
USER_037,HR_Admin,recruitment_portal,Read,2024-01-08 09:28:38,56.0,1.0,True,8,6
USER_020, DB_Admin ,dev_database,write,2024-01-08 10:14:43,51.0,15.0,True,9,2
USER_026,HR_Admin,PERFORMANCE_SYSTEM,delete,2024-01-08 10:58:23,48.0,4.0,False,10,3
USER_031,HR_Admin,employee_surveys,read,2024-01-08 11:07:50,58.0,12.0,True,12,10
USER_022,HR_Admin,time_tracking,read,2024-01-08 11:08:44,44.0,7.0,True,10,8
USER_005,DB_Admin,prod_database,read,2024-01-08 11:25:18,56.0,19.0,True,10,3
USER_001,DB_Admin,analytics_db,read,2024-01-08 12:08:09,59.0,17.0,True,8,6
USER_017,DB_Admin,query_tool,write,2024-01-08 12:10:20,63.0,11.0,True,11,7
USER_032,HR_Admin,hr_portal,read,2024-01-08 12:14:34,21.0,14.0,True,6,4
USER_032,HR_Admin,employee_records,read,2024-01-08 12:31:43,26.0,8.0,True,6,4
USER_039,HR_Admin,employee_surveys,write,2024-01-08 13:06:09,35.0,8.0,True,8,4
USER_071,Security_Admin,dlp_system,write,2024-01-08 14:56:01,60.0,21.0,True,11,8
USER_080,Security_Admin,incident_response,write,2024-01-08 15:34:44,47.0,23.0,True,5,3
USER_020,DB_Admin,query_tool,read,2024-01-08 15:46:56,95.0,18.0,True,9,2
USER_025,HR_Admin,performance_system,Read,2024-01-08 15:48:33,5.0,8.0,True,8,5
USER_030,HR_Admin,PERFORMANCE_SYSTEM,read,2024-01-08 16:27:08,58.0,8.0,True,11,7
USER_045, Cloud_Admin ,load_balancer,read,2024-01-08 17:08:52,77.0,15.0,True,9,8
USER_022,HR_Admin,onboarding_system,Read,2024-01-08 17:49:39,49.0,3.0,True,10,8
USER_048,Cloud_Admin,cost_explorer,export,2024-01-08 18:43:38,49.0,27.0,True,10,2
USER_077,Security_Admin,firewall_portal,Export,2024-01-08 19:08:36,54.0,1.0,True,6,4
USER_073,Security_Admin,audit_logs,write,2024-01-08 19:47:07,68.0,38.0,True,12,8
USER_042,Cloud_Admin,cost_explorer,write,2024-01-08 20:41:00,,13.0,True,8,6
USER_078,Security_Admin,encryption_manager,read,2024-01-09 02:39:22,33.0,11.0,True,6,5
USER_055,Cloud_Admin,azure_portal,write,2024-01-09 03:53:31,44.0,17.0,True,7,5
USER_052,Cloud_Admin,load_balancer,read,2024-01-09 06:21:15,58.0,19.0,True,12,7
USER_088,DevOps_Engineer,docker_registry,write,2024-01-09 06:34:13,49.0,28.0,True,10,7
USER_051,Cloud_Admin,cdn_manager,Read,2024-01-09 08:15:24,45.0,31.0,True,9,7
USER_049,Cloud_Admin,load_balancer,read,2024-01-09 09:49:28,,,True,5,2
USER_008,DB_Admin,backup_db,read,2024-01-09 09:58:15,62.0,42.0,True,12,9
USER_074,Security_Admin,ids_ips_console,read,2024-01-09 10:29:18,48.0,24.0,True,8,2
USER_094,DevOps_Engineer,ansible_tower,read,2024-01-09 10:42:09,51.0,28.0,True,6,5
USER_014,DB_Admin,data_lake,write,2024-01-09 11:02:45,,17.0,True,7,5
USER_010,DB_Admin,dev_database,read,2024-01-09 11:19:10,74.0,15.0,True,9,7
USER_002,DB_Admin,DATA_WAREHOUSE,read,2024-01-09 12:38:56,62.0,12.0,False,11,9
USER_016,DB_Admin,etl_pipeline,read,2024-01-09 12:46:12,60.0,10.0,True,5,3
USER_036,HR_Admin,hr_portal,read,2024-01-09 12:59:33,,7.0,False,9,7
USER_055,Cloud_Admin,azure_portal,write,2024-01-09 14:18:00,51.0,13.0,True,7,5
USER_001,DB_Admin,dev_database,read,2024-01-09 14:41:31,59.0,11.0,True,8,6
USER_005,DB_Admin,prod_database,read,2024-01-09 14:53:38,50.0,9.0,True,10,3
USER_038,HR_Admin,recruitment_portal,write,2024-01-09 15:14:32,56.0,5.0,True,6,3
USER_016,DB_Admin,DEV_DATABASE,read,2024-01-09 15:39:08,68.0,5.0,True,5,3
USER_011,DB_Admin,data_warehouse,read,2024-01-09 16:05:52,84.0,12.0,True,7,5
USER_006,DB_Admin,data_lake,read,2024-01-09 16:19:47,72.0,18.0,True,11,8
USER_061,Security_Admin,THREAT_INTELLIGENCE,read,2024-01-09 16:56:28,48.0,29.0,True,9,8
USER_096,DevOps_Engineer,grafana,read,2024-01-09 18:41:06,50.0,17.0,True,5,3
USER_081,DevOps_Engineer,monitoring_dashboard,write,2024-01-09 21:56:54,59.0,31.0,True,9,5
